,Movie Title,ggg,Plot,img
0,3 Idiots,"Comedy, Drama","papadum, hairy chest, against the system, coming of age, college, flatulence, optimism, motivation, muslim, suicide, suicide attempt, bollywood, slapstick comedy, india, coma, reference to neil armstrong, boy wears eyeglasses, girl wears eyeglasses, black comedy, trimming mustache, simla india, character repeats someone else's dialogue, male underwear, male male relationship, male friendship, friend, student, engineering, bare chested male, writing with both hands, subjective camera, character's point of view camera shot, slow motion scene, urination, fast motion scene, dream, best friend, following a dream, wildlife photography, wedding crasher, webcam, velcro, vacuum cleaner, stolen identity, search, science project, satire, rubik's cube, rivalry, reference to hippocrates, quest, prank, power failure, power cut, paralysis, optimist, nri, morality, mistaken identity, middle class family, male bonding, love at first sight, loss of brother, local blockbuster, lisp, kiss, journey, imagery, genius, freeze frame, flashback within a flashback, first love, father daughter relationship, fake heart attack, emergency landing, embarrassment, electricity failure, drunkenness, dilemma, convocation, childbirth, catch phrase, buddy, bhagavad gita, based on bestseller, professor, friendship, classroom, wedding, three friends, suicide by hanging, shaving, sexual innuendo, scooter, paralyzed person, lecture, ladakh, flashback, engineering school, drinking, college life, black and white scene, assumed identity, ashes, rebelliousness, anti conformity, social commentary, parody, expose, education, based on novel, plot twist",https://m.media-amazon.com/images/M/MV5BMWYxZWRiNzQtYTRmMC00MmQ2LTkwMmYtMWYzOTViYTgyMTE1XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_
1,Taare Zameen Par,"Drama, Family","teacher student relationship, dyslexia, against the odds, paint, water, frustration, child, papadum, india, staring at water, vivid imagination, parental discipline, hope, dream, despair, intolerance, special education, hyperactive child, child abuse, neglected child, action figure, sitting on a toilet, diaper change, analysis, fishbowl, flutist, internet research, defeat, piggyback ride, misspelling, model, portrait, portrait comes to life, gift, book, reading, principal, gibberish, storytelling, watercolor, makeup, hug, cartoon dragon, costume, cricket the sport, finding one's voice, fireworks, laughter, making a face, punching a pillow, pounding a table, reading aloud, tearing up a notebook, puddle, painting, cartoon moon, cartoon man, overhead camera shot, indian, quarrel between parent and child, grade, grading exams, mathematics, arithmetic, grading students, dirty water, reed, tadpole, admonishing child, gate, broken gate, shorts, dog barking, playing with dog, bucktooth, pouch, refrigerator, kitchen, bedroom, playing outdoors, blood, bleeding, bleeding from mouth, bloody forehead, string, housewife, suit and tie, stretching, boy wears a necktie, breakfast, making breakfast, business trip, cracking an egg, toast, toaster, toasting bread, finger in the nose, tying one's shoelaces, water puddle, doorman, detention, yawn, out of sync, play acting, single file, licking the wall, corridor, stairs, stairwell, cotton candy, coming downstairs, candy, vendor, street vendor, town square, taxi, zebra crossing, shaved ice, walking home, sari, excavation, public transportation, bucket, bridge, pedestrian bridge, public transit, supervision, forgetful, forgetfulness, distraction, distracted, playground, drawing on a wall, older brother, spaceship, laptop computer, notebook computer, school supervision, parental control, catnap, making faces, embrace, naughty, naughtiness, magazine, reading a magazine, exposed, globe, glaring, meeting parent, lonliness, unfamiliar situation, marching band, drum, drummer, bench, disciplinarian, toyota, toyota van, pajamas, resting one's head on someone's shoulder, 360 degree well camera shot, parent teacher meeting, misbehavior, boy sleeps in his mother's arms, boy wears pajamas, boy wears shorts, man wears a suit, man wears a suit and tie, mockery, nose picking, boy, intellectually disabled child, intellectually disabled, intellectually disabled boy, boarding school, joy, temporary teacher, friend, report card, optimism, new school, kite, fish, homework, compassion, dog, autistic son, autistic child, autism, motivational, drawing, cartoon, tying shoelaces, cartoon hummingbird, reference to mickey mouse, mutism, illiteracy, stick, splashing water, flowerpot, anguish, suffering, mental abuse, torture, waving goodbye, praying hands, bowing, reference to the pied piper, school yearbook, headmaster, comic relief, reference to verdi, eyeglasses, mentor protege relationship, guru, caricature drawing, amphitheatre, musician, bunk bed, combing one's hair, reference to the solomon islands, internet, poster, painting competition, reference to vincent van gogh, playing a video game, pencil, clay, tutor, oral exam, reference to oscar wilde, law, knocking on a door, goldfish, photograph, toy flying boat, cheering, pond, misfit, reference to agatha christie, reference to neil diamond, reference to walt disney, reference to pablo picasso, humming, reference to abhishek bachchan, reference to thomas alva edison, helicopter, reference to leonardo da vinci, reference to the nobel prize, reference to albert einstein, inability to write, snail, home movie, gardening, prejudice, neurological disorder, neurology, low self esteem, self confidence, alphabet, toy castle, baby, wiping a tear away, school theatre performance, depression, kneeling, success, faculty lounge, telephone call, telephone, whistling, fake red nose, crossed eyes, fake pointy ears, fake mustache, dancing, dancer, singing, singer, applause, flute, replacement teacher, reference to new zealand, falling to the ground, sadness, basketball, tennis, tennis court, basketball court, cartoon snake, teasing, apparition, throwing away one's backpack, scraping fingernails on a blackboard, grammar, hit with a ruler, blackboard, hit on the head, throwing a piece of chalk at someone, sketchbook, bird, estate manager, art class, leg brace, crutches, looking at oneself in a mirror, mirror, dining hall, housemaster, dressing, crying woman, reference to toyota, discipline, marching, firecracker, train station, festival, diwali, calling someone a brat, calling someone an idiot, aquarium, strawberry, newspaper, cartoon solar system, surprise math test, fake cough, sleeping on a bus, being followed, following someone, pretending to fly, pigeon, flavored ice on a stick, painter, scaffolding, street market, street life, hanging one's head in shame, school bell, name calling, calling someone a loser, walking backwards, burping, leaning against a wall, playing with one's ears, mother kisses son, kiss, combing someone's hair, cartoon train, brushing teeth, hit on the butt, toy, waking up, cooking, husband wife relationship, ironing, shaving, alarm clock, boy wrapped in a towel, apology, shower, facial bruise, lie, stairway, running up stairs, rooftop, anger, fight, bullying, school uniform, jigsaw puzzle, washing hands, running, playing fetch with a dog, cartoon shellfish, cartoon dolphin, cartoon kite, cartoon swan, cartoon rocket, cartoon seahorse, cartoon rabbit, cartoon worm, cartoon frog, cartoon peacock, prologue, bus, fishing net, failure, lifting a boy into the air, lifting someone into the air, panchgani india, brother brother relationship, father son relationship, mother son relationship, mumbai india, unhappiness, friendship, playing hooky, flip book, subjective camera, domineering father, conservative, pedagogy, moral courage, boys' school, separation from family, solitude, shyness, introvert, bicycle, visual metaphor, poetry, impressionism, finger painting, expressionist, expressionism, estrangement, imitation, skipping school, stop motion scene, montage, child's drawing, curiosity, childhood innocence, reference to google, child protagonist, child's point of view, loneliness, creativity, rubik's cube, social commentary, claymation, freeze frame, animated sequence, directorial debut, underdog, train, song, face slap, school bus, scene during end credits, restlessness, prize, principal's office, overachiever, nightmare, model airplane, learning disability, imagination, homesickness, head injury, fighting, dormitory, documentary footage, directed by star, competition, classroom, bully, animated title sequence, earphones, man puts hand on boy's shoulder, double decker bus, climbing scaffolding, fear, blowing bubbles into a glass, doorbell, cartoon elephant, cartoon starfish, cartoon ladybug, cartoon turtle, cartoon octopus, cartoon whale, cartoon fish, toilet stool, free thinking, longing, happiness, wandering, drain",https://m.media-amazon.com/images/M/MV5BNTVmYTk2NjAtYzY3MS00YjFjLTlkYzktYzg3YzMyZDQyOWRiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_
2,PK,"Comedy, Drama, Sci-Fi","guru, religion, tv reporter, alien on earth, papadum, muslim, hindu, indian, donation bin, spaceship, jilted at the altar, theft, sex in a car, india, wrong number, religious faith, unspoken love, letter in title, indian abroad, hinduism, laptop computer, purse, crash helmet, helmet, sticker, reporter, train station, chance meeting, medallion, boom box, radio, listening to a radio, breakup, letter, church, voice over letter, kitten, puppy, wedding dress, voice over narration, male alien, humanoid alien, alien contact, alien starship, railroad track, turban, train, canal, ticket scalper, sandals, bicycle lock, arrest, scooter, police station, motor scooter, two on a motor scooter, urination, public urination, bribe, homelessness, cell, fat man, hit by a truck, reference to mahatma gandhi, vegetable, bank note, holding hands, musical number, dancing, marriage proposal, missing person flyer, idol, written by director, necklace, policeman, nickname, telephone call, apartment, student, condom, prank, crow, sleeping on a couch, temple, statuette, webcam, internet chat, comedy of errors, misunderstanding, tv station, tv news, mosque, restaurant, ice cream, bicycle, tv interview, mind reading, father daughter relationship, superstition, lore, cult, nudity, self injury, new delhi india, belgium, bruges belgium, alien, remote control, love, research, love triangle, thief, godman, telepathy, prostitute, brothel, heartbreak, interfaith romance, blockbuster, tape recorder, male nudity, journalist, fish out of water, desert, satire, asian indian",https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_
3,Dangal,"Action, Biography, Drama","small town, father daughter relationship, male objectification, bare chested male, female protagonist, sister sister relationship, female bonding, inspirational, athlete, friendship between women, uncle nephew relationship, cousin cousin relationship, asian woman, asian man, foodie, bollywood, asian family, female friendship, india, female wrestler, timeframe 1990s, timeframe 2000s, commonwealth games, wrestling, female empowerment, physical training, mother daughter relationship, coach, olympic games, based on true story, title spoken by character, 2000s, 1990s",https://m.media-amazon.com/images/M/MV5BOTkyYmQ4ZTUtMTA4Yy00OGM3LWExNzAtZTA4NGRjMzJkMjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzgxNjA1NTE@._V1_
4,Rang De Basanti,"Comedy, Crime, Drama","delhi india, murder, friend, india, awakening, papadum, revolutionary, courage, politics, pilot, death, bombing, sacrifice, demonstration, protest, prisoner, torture, terrorism, candlelight march, holding a gun to one's head, police officer, vow, vigilantism, television camera, tv news, university, wading, flower, hatred, hitting one's head, pen, jet, ledge, neighborhood, siren the alarm, disc jockey, reading, rescue, sledgehammer, crowd, television news announcer, makeup, burned alive, flirting, listening to a radio, kiss, seed, repeated line, television set, air force, soldier, shirt, video camera, man carries a woman, fist, watching tv, pushing, taxi, cell phone, character repeats someone else's dialogue, india gate, protagonists killed, police, burping, hugging, overhead camera shot, cigarette, freedom, boy, college student, fight, british raj, muslim, freedom fighter, college, riding on top of a train, irish, cultural policing, horseback riding, well, jumping into a well, gunshot, gun scope, tear gas cannister, tear gas, walkie talkie, fame, call in radio show, law, confession, folding gate door, kidnapping, hostage, oxygen mask, sunglasses, reputation, black and white to color, color segues into black and white, water boarding, hunger strike, political prisoner, political unrest, bomb, trial, indian freedom movement, inquilab zindabad, rain, bicycle, battle, radio news, wound, hit with a stick, hit on the head, cutting someone's hair, holding one's hand over a burning candle, reflection in picture frame glass, dead father, dead husband, husband wife relationship, woman chases a man, pretending to march like a soldier, giving a toast, bar, watching a movie, bag over head, prayer, gallows, hands tied behind one's back, qur'an, bloody hand, interrogation, crucifix, church, hiding, revolution, terrorist, intermission, foot race, hand kissing, jumping into the air, jumping into a river on a motorcycle, motorcycle chase, religious icon in fire, pointing a gun at someone, british government, disguise, sword, capture, chase, horse, running, paratha, hit on the back of the head, massacre, generation gap, tolerance, asking for forgiveness, lantern, corpse, dead body, atrocity, mass murder, shooting, shot in the back, film set, safe, gunfire, jumping off a train, train emergency brake, british military, train push cart, year 1925, mustache, shaving, wig, looking at oneself in a mirror, mirror, costume fitting, strongman, giant, lifting a man into the air, british imperialism, indian history, water buffalo, religious procession, religious ceremony, golden temple new delhi, knocking on a door, crying, bloody mouth, apology, hit in the face, ends with text, flash camera, son shoots father, indian administrative service, suicide by gunshot, suicide, dying, shot in the stomach, shot in the leg, history repeats itself, shootout, apparition, explosion, shot while trying to surrender, shot in the shoulder, holding hands up in the air, surrender, indian national medal of honour, arms deal, russian, shot in the chest, pajamas, nightmare, airplane explosion, reaching through a gate, head bandage, doctor, coma, hospital, bloody forehead, head injury, bloody face, kicking, throwing a drink into someone's face, tea, beating, covered in blood, blood splatter, blood, skull damage, time lapse photography, dragging someone, arrest, indian military, riot gear, scam, indian government, candle, investigation, doorbell, indian parliament, indian politician, indian politics, microphone, hero, grief, mourning, flight lieutenant, rifle salute, rifle, fire, funeral pyre, folding a flag, cremation, indian flag, fainting, death of fiance, defence ministry of india, airplane crash, bracelet, mural, punched in the gut, kicked in the stomach, lighting a cigarette, slow motion scene, moment of truth, martyr, train robbery, train, conspiracy, kakori india, prejudice, intolerance, religion, fear, street market, beer, fate, destiny, political scandal, palmistry, learning lines, burning someone with a cigarette lighter, giving one's life for one's country, film director, actress, sari, shushing with finger over mouth, india gate new delhi, sexism, computer, sms generation, reference to god, telephone, telephone call, father son relationship, praying hands, pickup truck, promise, sleeping, laughter, pride, snapping fingers, mother slaps her son, face slap, mother son relationship, boyfriend girlfriend relationship, reckless driving, woman hits a man, police corruption, whistle, name calling, pakistani, culture clash, money, dancer, listening to music, portable radio, handshake, falling from height, drinking game, party, bonfire, amphitheatre, spray paint, artist, rapper, rap music, reciting a poem, poem, montage, reference to preity zinta, looking out a window, quitting a job, wolf whistle, institute for international studies new delhi, backpack, taxi driver, whistling, subjective camera, street life, airplane, twenty something, eyewitness, grandfather granddaughter relationship, hindi, reference to gandhi, female filmmaker, london england, drawing, archive footage, newsreel footage, newspaper headline, newspaper, map, photograph, gun, flash forward, flashback, prologue, pocket watch, execution by hanging, hangman's noose, song, singing, singer, pouring water over one's head, british india, jail cell, book, reference to vladimir lenin, friendship, actor, drama filmmaking, new delhi india, dutch angle, life changing decision, gun salute, rebelliousness, following a dream, indifference, social commentary, freeze frame, death of protagonist, worship, voice over narration, sikh, salute, rehearsal, prison, jail, jailer, irony, hanging, fistfight, fighting the system, falling into water, execution, ethnic slur, drunkenness, diary, dhaba, depiction of corrupt society, dancing, coming of age, cigarette smoking, bribe, brawl, audition, anti conformity, anguish, anger, amritsar india, airport, revenge, tradition versus modernity, patriotism, wheelie, religious intolerance, rebellious youth, radio station, police brutality, motorcycle, marriage proposal, documentary filmmaker, defence minister, violence, traditionalism, protest march, political protest, police violence, patricide, local blockbuster, jet fighter pilot, hindu, film within a film, cult film, corruption, assassination, documentary filmmaking, death of friend, delhi university",https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
5,My Name Is Khan,"Drama, Romance","barack obama character, asperger's syndrome, racial profiling, autism, airport, cultural diversity, religion, flood, deus ex machina, road trip, prejudice, anti terrorism, anti muslim, based on true story, character name in title, muslim, wedding",https://m.media-amazon.com/images/M/MV5BZGVmZWYzZjYtYzBkMi00NTg2LWFjOTUtN2M0MjQ0NWQ2NmQxXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_
6,Gangs of Wasseypur,"Action, Comedy, Crime","revenge, blood, gun, abuse, gangster, violence, india, satire, cigarette, cult film, kidnapping, fight, cigarette smoking, family relationships, train robber, corruption, murder, based on true story",https://m.media-amazon.com/images/M/MV5BZWFiOGVmMzktYTExYS00YTZkLTgxNTktNTAzMDQ1N2JlNDU5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_
7,Chak De! India,"Drama, Family, Sport","team, hockey, coach, brawl, boyfriend girlfriend relationship, exclamation point in title, world championship, training, sexism, scene during end credits, rivalry, petition, local blockbuster, hockey game, game practice, fight, defeat, country name in title, competition, breakup, big game, actor shares last name with character, ego, underdog, triumph, second chance, mcdonald's restaurant, female bonding, false accusation, comeback, chauvinism, airport",https://m.media-amazon.com/images/M/MV5BNzkzNTM1NWEtMWExYS00ZTBjLThkMTQtYjcxMzczZTNkZDViXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_
8,Munna Bhai M.B.B.S.,"Comedy, Drama","assumed identity, hazing, love, deception, abduction, drinking, lie, feud, criminal, terminal illness, laughter, sidekick, surgery, examination, hugging, janitor, catatonic man, train station, pickpocket, doctor, hospital, medical school, acronym in title, directorial debut, real life father and son playing father and son, self inflicted injury, mumbai india, mother son relationship, mistaken identity, medical student, fish out of water, father son relationship, compassion, cancer, death of friend, character name in title, laughter club, beating, heartbreak, drunkenness, fainting, muslim, face slap, impersonation, confession, roommate, orderly, whistleblower, parsi, corpse, attempted suicide, scalpel, nurse, kidnapping, extortion, photo album, chinese man, carrom, anger management, forced to strip, forced to dance, turban, laughter therapy, chase, dancer, photograph, man wears eyeglasses, anger, classroom, student, shouting, reference to god, gun, undressing, slow motion scene, cell phone, man slaps a man, dormitory, fake bullet, photo album epilogue, title ends with period, period in title, first part, wheelchair, revolver, questionnaire, nightclub, lecture, juice, friendship, falling from height, balisong",https://m.media-amazon.com/images/M/MV5BMzJhMjI0ZmYtZTQ3My00YTliLWE4ZmMtMjJmMzcyNDcwYTI5XkEyXkFqcGdeQXVyODk2ODI3MTU@._V1_
9,Bajrangi Bhaijaan,"Action, Adventure, Comedy","muscleman, machismo, tough guy, torture, interrogation, pakistan, mosque, muslim, brahmin, little girl, india, devotee, man disguised as a woman, falling off a cliff, lost child, hanuman, affection, journey, marriage proposal, wrestling, cricket the sport, hug, police officer, prayer, sheep, tickling someone's feet, watching tv, mute girl, mother daughter reunion, internet, video, arrest, kashmir, burqa, gender disguise, disguise, journalist, border crossing, tunnel, money, fight, child trafficking, brothel, prostitute, bracelet, embassy, religion, school, monkey, love, loss of father, flashback, bus, selfie, animal rescue, tickling, snoring, sleeping, horse, train, mute child, pregnant woman, mountain, death of father, character name in title, child sex trafficking",https://m.media-amazon.com/images/M/MV5BMTRiMjVlNDQtOGU1Zi00YzY3LTliMTUtNzE3YjNjNjk5ZjI2XkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_
10,Dil Chahta Hai,"Comedy, Drama, Romance","youth, told in flashback, love, goa india, nostalgia, directorial debut, vacation, male bonding, sydney australia, friendship between men, memory, dating, reunion of friends, boyfriend girlfriend relationship, older woman younger man relationship, end of friendship, art gallery, painter, friendship, man slaps a man, divorcee, confession of love, happiness, indian abroad, unrequited love, airplane, father son relationship, weeping, breakup, birthday party, prank, fiance fiancee relationship, punched in the face, apology, alcoholic, melancholy, three word title, time lapse photography, visual metaphor, cirrhosis, irresponsibility, coming of age, subway station, roller coaster, painting, nightclub, opera, immaturity, throwing paint on someone, shallowness, selfishness, wristwatch, sand, grief, bound and gagged, airport, death, flashback, hospital, bare chested male, restaurant, mother son relationship, insult, beach, flirting, robbery, black eye, wealth, chance meeting, symbolism, second chance, canvas painting, friendship gone bad, voice over narration, restlessness, loneliness, finger painting, serendipity, fate, coincidence, hitchhiking, practicality, ensemble cast, television, swimming pool, subway, subway train, spoof, song, hotel, holiday, engagement, businessman, business suit, art exhibition, shakespeare's troilus and cressida, age difference",https://m.media-amazon.com/images/M/MV5BYzYwN2ViMzYtOGY0MS00MTg5LTliNmMtZjBmZWY0MWQ0NzU0XkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_
11,Zindagi Na Milegi Dobara,"Comedy, Drama, Musical","spain, underwater scene, bollywood musical, bare chested male, vacation, three friends, f rated, title directed by female, travel, philosophical, coming of age, dancing, bullfighting, bachelor party, engagement, misunderstanding, ring, fiance fiancee relationship, possessiveness, absent father, overcoming fear, fear, poet, poetry, self discovery, scuba diving, skydiving, workaholic, yuppie, friendship between men, road movie, male bonding, friendship",https://m.media-amazon.com/images/M/MV5BNTRlZDA2MjUtNDBlMS00MTRkLTlmMWItZWY4MzEzYTNjZGI3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_
12,Dilwale Dulhania Le Jayenge,"Drama, Romance","switzerland, india, trip, arranged marriage, family relationships, father dislikes daughter's boyfriend, nri, wedding, britain, domineering father, train, patriarchy, mandolin, tradition, one last fling, feminism, cow bell, cognac, local blockbuster, evergreen, bollywood musical, famous line, record holder, desi, dove, mustard, college student",https://m.media-amazon.com/images/M/MV5BZTA3YzRiZGMtYWEzZS00NzY5LThhMWMtY2I1YTJhYjhmNGE4XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_
13,Kal Ho Naa Ho,"Comedy, Drama, Musical","homosexual overtones, gay joke, neighbor, reverse footage, breaking the fourth wall, self narration, mother daughter relationship, joy of life, dysfunctional family, tragic ending, gay slur, melodrama, fast motion scene, restaurant, new york, flowerpot, toothbrush, snow, punjabi, meaning of life, marriage proposal, love triangle, jogging, indian food, family discord, falling in love, engagement, engagement ring, emotional depression, dinner table, dinner guest, diary, courtship, brother sister relationship, bhangra, basketball, basketball court, adopted daughter, disco, wedding, indian wedding, terminal illness, heart disease, cancer, title spoken by character",https://m.media-amazon.com/images/M/MV5BM2UzNWI4NGYtOThjZi00YjhjLWJlMjktNzk0NjJkOTFiNTUyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
14,Gunday,"Action, Drama, Musical","timeframe 1970s, coal, 1970s, no title at beginning, gangster, fight on train roof, train robbery, train, two man army, friendship, love triangle",https://m.media-amazon.com/images/M/MV5BMjI2NjEzNjc4NV5BMl5BanBnXkFtZTgwODQxOTc5MDE@._V1_
15,Bhaag Milkha Bhaag,"Biography, Drama, Sport","based on real people, olympics, melbourne 1956 summer olympics, 1960 olympics, reference to rome 1960 summer olympics, asian games, commonwealth games, athletics, life, stadium, year 1956, year 1958, year 1960, 1950s, 1960s, 1940s, year 1947, partition of india, spirit, journey, love, parent, track, refugee camp, gold, sikh, athlete, runner, running, patriotism, ball, boot camp, army, switchblade, first love, train, three word title, repetition in title, based on true story, character name in title",https://m.media-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_
16,Kahaani,"Mystery, Thriller","durga puja festival, missing husband, female protagonist, terrorism, actress shares first name with character, man wears eyeglasses, crying woman, first part, police station, police, twist, f rated, vomiting, investigation, grief, hotel, attempted murder, police officer, computer, school, chase, computer cracker, kolkata india, one word title, subway, pregnancy, surprise ending",https://m.media-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_
17,Andhadhun,"Comedy, Crime, Music","blind, neo noir, pianist, murder, blackmail, love, rabbit, hunter, affair, police, star, bar, living alone, pretending to be blind, singer, kiss, policeman, surprise, black glasses, pet, cat, coffee, rickshaw driver, lottery, police station, daughter, funeral, rickshaw, scream, operation, kidney transplant, kidney sell, tattoo, funeral song, blood, shotgun, video clip, evidence, breakup, road, field, hunting, wheelchair, kidnapping, neighbor, husband wife relationship, sex scene, wedding anniversary, surprise ending., trapped in an elevator, blood test, europe, fake blind man, car accident, female antagonist, unfaithful, liar revealed, dead body, bare chested male, male underwear, male female relationship, male female kiss, female villain, fight, elevator, unfaithful wife, smartphone, musician, piano, playing piano, police man, scissor, organ trafficking, evil woman, venom",https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_
18,Airlift,"Action, Drama, History","arab, timeframe 1990s, kuwait, businessman, evacuation, 1990s, historical fiction, tank, military, fistfight, refugee camp, husband wife relationship, airplane, patriotism, based on true story",https://m.media-amazon.com/images/M/MV5BMGE1ZTkyOTMtMTdiZS00YzI2LTlmYWQtOTE5YWY0NWVlNjlmXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_
19,Sholay,Drama,sorry,https://m.media-amazon.com/images/M/MV5BMjc5ODY3ZmYtM2U0ZS00ZTg5LWE3MWQtNTkxNWUyNGYyMWI4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
20,Don 2,"Action, Crime, Thriller","bad guy wins, surrender, bank, deception, scheme, shootout, hostage, held at gunpoint, shot in the stomach, liar, motorcycle, exploding car, anti hero, brandenburg gate berlin, berlin germany, car chase, prison break, prison, moll, heist, tough guy, numbered sequel, sequel to remake, second part, sequel, revenge, character name in title",https://m.media-amazon.com/images/M/MV5BMzNiYWYxNWYtZDYzMC00MzA0LTkzY2UtNDAwNDhiYmVjNmEwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_
21,Haider,"Action, Crime, Drama","kashmir, disappearance, doctor, shakespeare's hamlet, murder, muslim, attempted murder, terrorism, tragedy, exploding house, premarital sex, grave digger, loss of father, insanity, snow, revenge, modern day adaptation, foreign language adaptation, mother son relationship, character name as title, forename as title, grenade, grave, timeframe 1990s, kiss, skull, shaved head, prisoner, torture, prison, speech, adultery, neo noir, existentialism, resentment, 1990s, based on play, plot twist, widow, faked insanity, nihilism, shakespeare in modern dress",https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_
22,Special 26,"Crime, Drama, Thriller","raid, money, black money, heist, impersonation, con man, title spoken by character, india, 1980s, timeframe 1980s, cbi, politician, robbery, bus, anti hero, minister, cbi officer, team, based on true story",sorry
23,Andaz Apna Apna,"Action, Comedy, Romance","cult film, time bomb, person in a car trunk, pretending to be blind, heiress, slacker, tailor, love, dream, barber, gangster, cross mark on face, escape, childhood ambition, poultry farm, lair, hands up, empty revolver, shadows on wall, hiding in a car trunk, bank, pistol, dark glasses, attempted murder, mistake, funny dance, robber, sherbet, poison, overlapping dialogue, talking in sleep, fighting, romantic rivalry, gold digger, dual role, confusion, goofball, goofiness, name confusion, actress shares first name with character, confession of love, homage, photo shoot, talent scout, reference to subhash ghai, reference to madhuri dixit, cliff, song, mugshot, reference to vasco da gama, one upmanship, laxative, jail cell, frustration, male tears, hit on the head with a stick, two man army, interrupted dream, out of order sign, identity theft, aimlessness, wallet, spoof, slapstick comedy, rivalry, police, police station, photograph, parody, millionaire, identity swap, hit on the head, henchman, funny accent, fight, father dislikes daughter's boyfriend, famous line, fake amnesia, con man, cameo appearance, bumbling, bumbler, barbershop, attempted suicide, airport, actress, actress playing herself, actor playing himself, staff, scooter, red cape, ransom demand, ramayana, pickpocket, evil twin, dream sequence, disguise, disguised as old man, diamonds, comedy duo, bus, broken dream, barber shop, aspiring actor, revolver, restaurant, phone booth, orange, mistaken identity, memory loss, lake, identical twins, horse carriage, hallucination, friendship, fake doctor, fake beard, sidekick, comedy of errors, coin toss, butler, boasting, attempted poisoning, attempted kidnapping, amnesia",https://m.media-amazon.com/images/M/MV5BZjA4NmE0NjgtZDg0ZS00Y2U0LWFjNjQtNzhhZWMxODk4Y2MwXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_
24,Veer-Zaara,"Drama, Family, Musical","bollywood musical, pakistan, stranded, rescue, prison, fair, india, gender equality, sugarcane, wrongful imprisonment, wrongful conviction, innocence, guilt, punjabi, prison cell, nonlinear timeline, mustard, muslim, marriage ceremony, laddu, hindu, helicopter, forbidden love, female lawyer, courtroom, bhangra, indian pakistani, arranged marriage, character name in title",https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
25,Chennai Express,"Action, Adventure, Comedy","temple, train ride, cricket the sport, cell phone, cross country trip, sickle, romantic rivalry, courage, singing, journey, watching tv, friend, shootout, car chase, fight scene, improvised weapon, shovel, action violence, explosion, action hero, railway station, place in title, happy ending, ashes, love, train, escape, kidnapping, vacation, last wish, india, fistfight, waterfall, thrown from a train, jumping onto a train, father daughter relationship, henchman, gangster, train conductor, river, sunglasses, train compartment, voice over narration, told in flashback, flashback, death, opening narration, grandmother grandson relationship, ash scattering, telephone call, chance meeting, train station, indian, grandfather grandson relationship, funeral pyre, boat, car falling into water, ritual, stairs, arranged marriage, domineering father, patriarchy, funerary urn, death of grandfather, city name in title, title spoken by character",https://m.media-amazon.com/images/M/MV5BYWViMDYzMzQtNjA0NC00ZDIxLThhYzYtYzcxY2M2NzA5N2E3L2ltYWdlXkEyXkFqcGdeQXVyNDkxMzY0Mjk@._V1_
