,Movie Title,ggg,Plot,img
67,Kabir Singh,"Action, Drama, Romance","kiss, medical school, medical student, love, remake, lust, anger, premarital sex, drinking, drugs, machismo, self destructiveness, surgery, surgeon, directorial debut, remake by original director, two word title, family relationships, independent film, character name in title",https://m.media-amazon.com/images/M/MV5BNDQ0YzcxY2QtNTQ2ZS00OWJkLWEyZmMtNjY5NjhhMDc2ZjllXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
68,Raazi,"Action, Drama, Thriller","20th century, 1970s, title directed by female, timeframe 1970s, timeframe 20th century, based on true story",https://m.media-amazon.com/images/M/MV5BODc3MmYxNzYtODcyYy00OGQ5LTk1MjEtZDBhNDQ4MTYwZjE5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
69,Jo Jeeta Wohi Sikandar,"Comedy, Drama, Romance","college, cycling, competition, bicycle race, small town, teenager, coming of age, teenage love, teen angst, naivety, unspoken love, first love, sports team, domineering father, father son relationship, brother brother relationship, end of friendship, friendship, boarding school, school drama, aimlessness, remake",https://m.media-amazon.com/images/M/MV5BNTU1ZjQwNDAtZDAwMC00OTcyLTg4MDUtOTUwYTU4N2M4YTgxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_
70,Badlapur,"Action, Crime, Drama","revenge, death of wife, prison, vengeance, neo noir, female private detective, self destruction, brawl, prison fight, beaten up, city in title, murder, fight, moral compass, forced sex, seduction, seductress, threatened, attack, father son relationship, reminiscing about one's past, improvised weapon, elevator, emotional breakdown, opening action scene, innocent deaths avenged, destruction, gore, sentenced to prison, friendship, bag full of money, cash in a bag, kissing scene, strong female character, forgiveness, rainfall, seeking revenge, telephone call, woman undresses, bank robbery, cancer, music video during credits, carpentry, chair, fingerprints on water glass, fingerprint, hidden money, charity worker, second chance, taking the blame, old flame, attempted strangulation, strangulation, table soccer, movie theater, scrabble, killed with a hammer, hit with a hammer, hammer, stomach cancer, bare chested male, dyed hair, burying a dead body, disposing of a dead body, body wrapped in plastic, plastic sheet, stolen car, heist gone wrong, armed robbery, dead wife, person in a sack, sack, prison hospital, prison visit, keyboard, terminal illness, climbing a wall, hit with a metal pipe, crow, dead bird, death threat, flashlight, private detective, double murder, crutch, head stomp, cell, cell phone, grief, grieving widower, grieving father, restaurant owner, restaurant, ex convict, release from prison, dinner table, police brutality, police chase, head butt, scissors, accidental death, truck driver, beating, convict, revenge killing, widower, commercial, advertising executive, life support, hospital, barrel, warehouse, pregnancy, husband wife relationship, stolen money, car chase, flat tire, pistol, semiautomatic pistol, pardon, false confession, held at gunpoint, accomplice, bag of money, safe, loss of son, policeman, morgue, little boy, carjacking, suv, robbery gone awry, dead child, rape, tied to a bed, armed robber, shot in the chest, mother son relationship, flash forward, flashback, beard, sex with prostitute, escape attempt, train station, police station, indian, asian indian, india, one word title, prostitute, actor breaking typecast, loss of wife, place name in title, death of son, death of child",https://m.media-amazon.com/images/M/MV5BMmIzOWY5NjMtOTNhOC00YzQxLTk2OTYtNzFkNTE4NGQzZmFmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
71,Masaan,Drama,"blackmail, love, interrupted sex, reference to facebook, train, kiss, death, magician, bet, underwater scene, orphan boy, orphan, suicide, police officer, policeman, police, father daughter relationship, ring, interlinked stories, multiple storylines, one word title",https://m.media-amazon.com/images/M/MV5BODZkNmU3MzItODFmOS00YWZkLTkyOWYtNmU0ZjE1NTU2MjhhXkEyXkFqcGdeQXVyODMyODMxNDY@._V1_
72,Namastey London,"Comedy, Drama, Romance","india, marriage, london england, sugarcane, stereotype, forced marriage, culture clash",https://m.media-amazon.com/images/M/MV5BM2E3OGZiZjgtMDYzYy00OWIzLTlmZDItOWEwYWE5MjdmMWFjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_
73,Tiger Zinda Hai,"Action, Adventure, Thriller","sequel, second part, three word title, wolf, snow, spy, action hero, action heroine, indian, pakistani, iraq, nurse, hostage, rescue, muslim, reference to allah, warlord, horse, gunfight, battle, behind enemy lines, rescue mission, commando, 2010s, damsel in distress, bound and gagged, timeframe 2010s, character name in title, title spoken by character",https://m.media-amazon.com/images/M/MV5BOTJiM2RkOGQtOWZjOS00ODgzLWFkZTUtMTIwOTI1ODE0MjY2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_
74,Rock On!!,"Drama, Music","rock concert, character repeats someone else's dialogue, bitterness, rock band, band, two word title, melancholy, following a dream, one hit wonder, anti conformity, bohemian, finding own voice, free thinking, chance meeting, old flame, obscene finger gesture, character driven, second chance, new beginning, audio cassette, mending friendship, goa india, stage diving, crowd surfing, nostalgia, jump cut, famous score, flashback, concert, recording, recording studio, nostalgic, music business, immaturity, imaginary band, friendship, friendship gone bad, fictional band, end of friendship, contract, boyfriend girlfriend relationship, ensemble cast, cult director, cult film, song, rock music, rock musician, rock musical, nonlinear timeline, husband wife relationship, four best friends, death, christian, banker, what happened to epilogue, epilogue, punctuation in title, exclamation point in title",https://m.media-amazon.com/images/M/MV5BMTM2NjIwODc4N15BMl5BanBnXkFtZTcwMDgwMzM4MQ@@._V1_
75,Bhool Bhulaiyaa,"Comedy, Horror, Mystery","key, mansion, superstition, supernatural power, ritual, portrait, paranoia, locked room, legend, homecoming, fear, science versus supernatural, remake, psychiatrist, possession, husband wife relationship, haunted mansion, ghost, friend, lock, rope around neck, bonfire, suitcase, woman in jeopardy, unrequited love, umbrella, trail of blood, temple, stained glass, secret marriage, priest, poison, patriarch, palace, mute, locket, knife, hit on the head, hindu priest, heartbreak, head injury, handheld camera, fright, fire, death, craziness, breaking down a door, book, blood, blood on the floor, bloody face, adopted daughter, title spoken by character",https://m.media-amazon.com/images/M/MV5BN2Q1ODU2NzQtMDE4Mi00M2ViLTg5NmItYWNlMzBmMDdjNGY0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
76,Neerja,"Biography, Drama, Thriller","terrorist, mother daughter relationship, strong female lead, female protagonist, airplane hijack, airplane, based on true story, character name as title, tragic event, forename as title, one word title, based on real person, 20th century, terrorism, overacting, blood, timeframe 1980s, timeframe 20th century, commercial air travel, 1980s, heroine, strong female character, self sacrifice, courage, year 1986, death, stewardess",https://m.media-amazon.com/images/M/MV5BOTQwZDNiN2UtY2E2OC00YjBiLWFjZmUtNDE0YTQ3N2NkZTYzXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_
77,Ae Dil Hai Mushkil,"Drama, Music, Musical","cancer, paris france, london england, rooftop, wedding, telephone call, bollywood musical, love, reference to youtube, reference to facebook, dying, bald, marriage, lucknow india, sari, mountain, jazz, hotel room, airplane, airport, taxi, infidelity, headset, singing, dancing, cinema, breakfast, cactus, reference to amitabh bachchan, subway station, subway, kiss, flashback, club",https://m.media-amazon.com/images/M/MV5BOTc3ODMwMWItMjI0NC00YmM1LWIxZmItZDk2NjQ1NzQ1ZTVmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
78,Lakshya,"Action, Drama, Romance","character repeats someone else's dialogue, army, military academy, mountain, basic training, terrorist, kashmir, battlefield, pakistan, falling into water, shepherd, hospital, burning truck, engagement party, flute, marching, polo, discipline, shame, crawling through mud, falling from height, dancing in front of a mirror, mirror, dancing, chess, basketball, marriage proposal, newsroom, melancholy, following a dream, shot between the eyes, obstacle course, generation gap, free thinking, conservative, domineering father, awol, chance meeting, old flame, straitjacket, flashback, ambush, signal flare, courage, against the odds, homing beacon, scale model, irresponsibility, aimlessness, nostalgia, famous score, one word title, naivety, historical fiction, bowling alley, cult film, flag, absent without leave, military officer, wounded soldier, wallet, victory, truck, television, telephone, telephone call, soldier, river, photograph, news reader, new delhi india, military parade, laziness, ladakh, indecision, helicopter, ex girlfriend, engagement ring, deadline, commanding officer, cameraman, broken engagement, breakup, army outpost, television reporter, surprise attack, spoiled brat, shelling, rock climbing, punishment, political activism, patriotism, kashmir conflict, kargil war, immaturity, humiliation, heroism, father son relationship, dumped by girlfriend, death, coming of age, career woman, breakdown, boyfriend girlfriend relationship, bowling, boredom, army training, army bunker, aim, title spoken by character",https://m.media-amazon.com/images/M/MV5BY2Y0NjY5ZTctZWMzNC00MDQ4LTkyMWUtOGZkMzk4NWNhYWI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
79,Hindi Medium,"Comedy, Drama",educational,https://m.media-amazon.com/images/M/MV5BY2E4NWQ4ZjEtNThlOC00NThjLThmZjgtMWU0MDgzMmYwOGU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
80,The Namesake,Drama,"new york city, india, train, bengali, reference to gogol, husband wife relationship, calcutta india, arranged marriage, train crash, culture clash, namesake, name change, indian american, man wears eyeglasses, female full rear nudity, ganges river, marital infidelity, unfaithful wife, man shaves his head, woman wears a man's shoes, female singer, written and directed by female, bare chested male, implied sex, timeframe 1970s, timeframe 1980s, timeframe 1990s, title directed by female, book, taj mahal, parents, death, william wordsworth quotation, ohio, wedding night, reciting a poem, repatriation, reference to joseph campbell, extramarital affair, first date, engineer, architecture student, 1990s, 1980s, 1970s, librarian, two word title, f rated, funeral rite, mother son relationship, mother daughter relationship, death of husband, playing footsie, immigration, smoking marijuana, wedding ceremony, multiple languages, jetlag, interracial relationship, airplane, interracial romance, flashback, father son relationship, death of father, based on novel, title spoken by character",https://m.media-amazon.com/images/M/MV5BMTAzNDA1NjEyMDJeQTJeQWpwZ15BbWU2MDkxODQxNw@@._V1_
81,Secret Superstar,"Drama, Music","f rated, teenager, teenage girl, teenage boy, 15 year old, 15 year old girl, train, guitar, playing guitar, singing, husband wife relationship, husband wife conflict, classroom, teacher, laptop computer, watching a video, watching a video on a computer, reference to facebook, reference to youtube, video, youtube video, youtube channel, burqa, title appears in writing, secret, sitting on table, ice cream, newspaper, rooftop, husband slaps wife, face slap, violence, reference to twitter, watching tv, lawyer, female lawyer, airport, airplane, telephone call, recording studio, song, grandmother, family secret, merry go round, soap bubble, selfie, ceremony, award ceremony, title spoken by character",https://m.media-amazon.com/images/M/MV5BM2IzMGIxMDQtNzE3OS00MGZjLTljNzgtMGE2MjAyZThmNjNhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_
82,Ugly,"Crime, Drama, Mystery","hindi, daughter, casting director, actor, police, missing girl, kidnapping, little girl, mumbai india, flashback, laptop computer, telephone call, mobile phone, listening to wiretap conversation, wiretap, wiretapping, ex husband ex wife relationship, divorced man, corruption, money, ransom, ransom demand, killed by a car, hit by a car, chase, child kidnapping, mask, iphone, stepdaughter, child custody, 10 year old, suicidal thoughts, gun, one word title",https://m.media-amazon.com/images/M/MV5BY2VmMjlhYjgtYWY4ZS00MjYwLTg1ZTctZjA3MTMzMjJhNzA2XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_
83,Sonu Ke Titu Ki Sweety,"Comedy, Romance",friendship,https://m.media-amazon.com/images/M/MV5BYTYxNGE5MTgtN2YxYS00ODYyLWE1YzQtYzNlMzAyMTBlMWZhXkEyXkFqcGdeQXVyMzcwOTk0MzU@._V1_
84,Kabhi Alvida Naa Kehna,"Drama, Romance","marriage, new york, teacher, fashion magazine editor, extramarital affair, lingerie slip, traffic signal, face slap, cell phone, sadomasochism clothing, real life father and son playing father and son, womanizer, rose, railway platform, mother son relationship, hospital, first meeting, father son relationship, divorce, divorcee, dinner party, coincidence, bouquet, bitterness, song in discotheque, soccer player, sex, party, nightclub, job interview, hotel room, frigidity, dominatrix, dinner table, soccer match, soccer coach, railway station, infidelity, car accident, call girl, bench",https://m.media-amazon.com/images/M/MV5BZTM0MzRiMWYtMGU5OC00ZDFlLWFkZWItY2UxMzM5NWM1ZTJkXkEyXkFqcGdeQXVyMTA3OTY2NzI5._V1_
85,Rocket Singh: Salesman of the Year,sorry,"woman in a men's room, deception, character repeats someone else's dialogue, sales, salesman, computer, honesty, boss, urban setting, electronics store, rooftop, girlfriend, telephone call, meeting, computer assembly, paper airplane, disillusionment, arrogance, dejection, humiliation, insult, complaint, naivety, peon, customer, optimism, cynicism, office party, trainee, office, employer employee relationship, job interview, pencil, grandfather grandson relationship, graduation party, graduation, whistleblower, snorricam, running a company, rivalry, revenge, novice, fraud, foundation, ethics, dolly zoom, business, business ethics, amateur, corruption, bribe, turban, sikh, satire, beard, character name in title",https://m.media-amazon.com/images/M/MV5BNDdhYjZiNjYtZmNhZS00NWFiLWFlNzgtNzRkMTU4ZWUwNTE4XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_
86,Dhoom,"Action, Crime, Drama","heist, cops and robbers, biker, wheelie, traffic, traffic signals, thief, stage performance, room service, police officer, police car, motorcycle, motorcycle racing, motorcycle race, motorcycle falling off a cliff, motorcycle chase, motorboat, miniskirt, highway, goa india, foreplay, computer expert, jumping off a cliff, casino, bikini, biker gang, beach, bank robbery, bag of money, armored truck",https://m.media-amazon.com/images/M/MV5BZTIyMGM5N2EtN2RkOC00NTk5LWJiNTEtZjZkNTEwMDFjYzU1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
87,Tumbbad,"Drama, Fantasy, Horror","god, curse, greed, gold coin, womb, folk horror, india, hindu, mythology, demon, immortal, immortality, hag, 1930s, british empire, cremation, treasure, gold, mistress, son, mansion, well, year 1918, year 1947, loincloth, father, mother, funeral, goddess, villain as protagonist, body horror, underground creature, underground monster, timeframe 1930s, horror convention",https://m.media-amazon.com/images/M/MV5BOWY0MDBiNjktMTc2Ny00YTM1LTk3MDAtNjE1OWI5MDM3ODMyXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_
88,Kabhi Haan Kabhi Naa,"Comedy, Drama, Music","love, music group, lie, wedding party, unrequited love, romantic rivalry, rich boy poor girl, rain, marriage proposal, kiss, jealousy, grumpy father, fake marksheet, face slap, confession, cameo appearance, brother sister relationship, breaking the fourth wall, wedding, wedding ring, unspoken love, train, struggling music group, song, small town, railway station, priest, party, music rehearsal, love triangle, ice cream, harmonica, guitar, guitarist, goa india, gift, gangster, flat tire, failure, drums, drummer, dream, church, carnival, beach, title spoken by character, surprise ending",https://m.media-amazon.com/images/M/MV5BYmFjYTRmMzctNWU5YS00MjY2LTg4Y2EtZDZkMWI0YjIzMjVlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
89,Prem Ratan Dhan Payo,"Action, Drama, Musical","bollywood musical, coronation, assassination attempt, brother versus brother, mirror, royal family, hanged to death, chain, maze, chandelier, hanging, rain, soccer, camel, vow of silence, puppet show, fight, lunch, motorcade, train, bouquet, train station, impersonation, false identity, fake mustache, canon, drum, rest stop, bus, binocular vision, fall from height, horse drawn carriage, cell phone, fencing, fountain, sword, helicopter, dancing, singing, man dresses as a woman, heckler, stage play",https://m.media-amazon.com/images/M/MV5BYzY0NWEzYTctNzg5Yi00OTM0LTlkMGMtYWE1MTYyZjdjNWFjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
90,Thugs of Hindostan,"Action, Adventure","traitor, pirate, thug, ship, british empire, east india company, british india, sea battle, betrayal, explosion, battle, sword fight, patriot, patriotism, bow and arrow, archery, british army, british raj, anti hero, flirting, based on novel",https://m.media-amazon.com/images/M/MV5BY2YxMTE0MDAtMTU3ZC00MzMxLTgxMjMtNDc0NzlhYWZmNjU1XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_
91,Guzaarish,"Drama, Romance","nurse, magician, quadriplegic, euthanasia, physician, magician's assistant, water tank, wheelchair, lawyer, one word title",https://m.media-amazon.com/images/M/MV5BMTMzMzIzOTQwOF5BMl5BanBnXkFtZTcwMTI2MTYxNA@@._V1_
92,Hum Dil De Chuke Sanam,"Comedy, Drama, Musical","sacrifice, lawyer, arranged marriage, forbidden love, tradition, dancing, attempted suicide, bollywood musical, love, italy, love letter, anger, prank, turban, large family, joint family, dancer, desert, unrequited love, falling in love, kiss, grandmother granddaughter relationship, flatulence, footsie under the table, gujarat, loveless marriage, singer, forced marriage, music teacher, chili, muscleman, teacher student relationship, kite, love after marriage",https://m.media-amazon.com/images/M/MV5BMmZmZDAzZWEtYmNkNC00NWVhLWJkOGMtZTA0NjUwZGUxYjc3XkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_
93,Jai Ho,"Action, Drama","corrupt politician, stabbed in the arm, accidental stabbing, accidental killing, warning, chase, police officer, motorcycle, fistfight, suicide, showdown, stabbed to death, hero, villain, blood, insult, humiliation, politician, face slap, apology, death of sister, machismo, one against many, child kidnapping, wound, hand to hand combat, pain, confrontation, stabbed in the stomach, righteous rage, anger, thrown through a windshield, love interest, mother daughter estrangement, callousness, apathy, injustice, good versus evil, crowd, police station, do gooder, social worker, social commentary, injured child, mother son relationship, brother sister relationship, evil politician, ex soldier, bare chested male, remake, one man army, tough guy, action hero, character name in title",https://m.media-amazon.com/images/M/MV5BZmZmNmE4ODItY2Q1ZS00MTYwLTg5N2YtMmQ5YTMyZDAzZjc3XkEyXkFqcGdeQXVyNDYwMjI1MzI@._V1_
94,Simmba,"Action, Comedy, Crime","police officer, rape victim, rape, corrupt cop, beating, police station, redemption, anger, kidnapping, fistfight, rescue, cameo appearance, gangster, threat, tough guy, bribe, torture, action hero, tough cop, intimidation, rapist, papadum, character name as title, nickname as title, one word title, rape and revenge, suffocation, courtroom, girlfriend, character development, police custody, slow motion violence, righting a wrong, change of heart, brother brother relationship, taking a stand, corruption, bag full of money",https://m.media-amazon.com/images/M/MV5BNGU1OGU4ZTgtMWNhNy00MDU2LTliMjYtNWY3NmY5MDA2YjFkXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_
95,Toilet: Ek Prem Katha,"Comedy, Drama, Romance","toilet, husband wife relationship, father son relationship, village, social drama, marriage, glove, night, brother, cycle, hard hitting, anger, taboo, jail, dance, song, holi, india, hindi, festival, social reform, jump, punch, fight, fistfight, newspaper, media, court, four word title, sunglasses, train, buffalo, mother son relationship, broken, bike, opposition, bollywood, ribbon, urination",https://m.media-amazon.com/images/M/MV5BMTAxODQ2NDEwOTZeQTJeQWpwZ15BbWU4MDk5MDM3NjIy._V1_
96,Dum Laga Ke Haisha,"Comedy, Drama, Romance","competition, wedding, strong female character, husband wife relationship, insecurity, obesity, dysfunctional marriage, bed, 1990s, wedding night, man carrying a woman on his back, bedroom, listening to music, reference to kumar sanu, music shop, audio cassette, small town, face slap, four word title",https://m.media-amazon.com/images/M/MV5BMTU4NDY2NjgxOV5BMl5BanBnXkFtZTgwMjk2NTYyNTM@._V1_
97,Kaminey,"Action, Crime, Drama","cell phone, caper crime, diamonds, attack, shot dead, fistfight, night, imaginary girlfriend, threat with a gun, profanity, action violence, premarital pregnancy, brother sister relationship, gun violence, father son relationship, narrated by protagonist, two protagonists, hit with a gun, beaten up, profanity in title, brother fights brother, fight between brothers, shootout, raining, gunfight, dark humor, brotherhood, male friendship, murder of best friend, disability, underworld, twin, police officer, identical twins, crooked cop, corrupt cop, pregnancy, unplanned pregnancy, politician, social worker, lisp, drug dealer, twin brother, brother versus brother, cult film, instrument case, song during end credits, happy ending, childbirth, shot to death, police raid, angolan, police officer killed, little boy, train compartment, police interrogation, gas station, fake stutter, elopement, interrupted wedding, communalism, marriage ceremony, wedding, stolen car, escape, drug dealing, dirty cop, murder, swimming pool, diabetic, blood sugar test, argument, boyfriend girlfriend relationship, brothel, hiv awareness, arms dealer, betrayal, train tracks, dual role, wearing a wire, car stuck in mud, accidental shooting, loss of father, gun held to one's head, toilet, red light district, unprotected sex, shotgun wedding, narrated by character, toy car, chocolate, hookah, suicide, gambling, beating, train, hostage exchange, bare chested male, train yard, stolen police car, wearing sunglasses at night, fire extinguisher, begging for mercy, crosshair, jockey, moral dilemma, inner demon, organized crime, diamond, mercenary, poetic justice, internal monologue, unwanted pregnancy, unsubtitled foreign language, parking garage, famous line, jump cut, freeze frame, voice over narration, surveillance camera, stutter, stuttering, speech impediment, singing, showdown, shot in the chest, shot in the back, shaky cam, security camera, same actor playing twin role, police, mistaken identity, machine gun, interrogation, hotel, hotel room, gunshot, gunfire, gun battle, gangster, foot chase, flashback, ethnic slur, drug lord, cocaine, chase, brother brother relationship, bookie, bigot, bigotry, arrest, ambition, african, neo noir, guitar, premarital sex, police corruption, nightclub, kiss, horse race, gun, friend, friendship, betting on horse, snorricam, multiple storylines, ensemble cast, caper, music score composed by director, one word title, slang in title, death of father, death of friend",https://m.media-amazon.com/images/M/MV5BMTM2MTQ4NTY1Nl5BMl5BanBnXkFtZTcwMDI3NTU2Mg@@._V1_
98,Tere Naam,"Action, Drama, Romance","college, college campus, chained to a wall, violence, train, train compartment, tragic event, suicide, smoking, runaway, remake, railway station, railway platform, poem, opposites attract, obsessive love, motorcycle, mistaken for a prostitute, mental imbalance, laddu, hindu temple, hindu priest, head injury, guitar, fiance, escaped mental patient, college student, brutality, brothel, beating, agra uttar pradesh, based on true story",https://m.media-amazon.com/images/M/MV5BM2UyNmE4MGMtZmNhZi00MDU4LWI4MjktNDc1MjVkYjczMDQxXkEyXkFqcGdeQXVyMTQ3OTc5MzU5._V1_
99,Once Upon a Time in Mumbaai,"Action, Crime, Drama","police, gangster, police officer, actress, smuggler, 1970s, place name in title, murder, suicide attempt, betrayal, birthday, birthday present, wristwatch, restaurant, actor, fruit seller, guava, courtship, falling in love, love, villain as protagonist, rise and fall, gang, smuggling, premarital sex, rivalry, organized crime, intentionally misspelled title, mumbai india, once upon a time in the title, city name in title, based on true story",https://m.media-amazon.com/images/M/MV5BNWQzMTQ4ZTYtNzJkMi00OWE5LWEwYjctMTRkY2FhYTJmZWZhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
100,Jolly LLB,"Comedy, Drama",courtroom drama,https://m.media-amazon.com/images/M/MV5BZDdjYzYxMGEtOWQ0Yi00ZTlhLThhZTgtNjhjNWQ1YzU1ZGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
101,Oye Lucky! Lucky Oye!,"Action, Comedy, Crime","actor plays multiple roles, dark comedy, media, friend, police, greeting card, escape, dog, burglary, betrayal, repetition in title, slow motion scene, subjective camera, father son relationship, yawning, yawn, celebrity criminal, rhyme in title, freeze frame, voice over narration, pregnancy, flashback, brother brother relationship, false name, vomiting, triple role, told in flashback, theft, tv show, television set, television host, teenager, teddy bear, talking to the camera, stolen car, snow, snowball, snowball fight, sleeping in a car, sikh, scooter, runaway, reunited brothers, restaurant, prison cell, pomeranian dog, police officer, photograph, paan, old woman, nosebleed, nonlinear timeline, newspaper headline, motorcycle, money, mercedes, media hype, impulsiveness, hotel, head butt, handcuffs, guard dog, fugitive, fight, fence, face slap, drunkenness, discotheque, dead body, daylight robbery, crush, criminal, con man, con artist, comic drunk, chase, car, car theft, business card, breaking the fourth wall, break in, blood on snow, black comedy, auto theft, attempted robbery, assumed identity, arrest, apartment, anti hero, airplane, exclamation point in title, blood, based on true story, title spoken by character, character name in title",https://m.media-amazon.com/images/M/MV5BMTMxMzk4NjgwMl5BMl5BanBnXkFtZTcwOTIyMjk5MQ@@._V1_
102,Ek Villain,"Action, Crime, Drama","serial killer, police officer, jewels, hospital, wish, smiley, kiss, red light area, asylum, pothole",https://m.media-amazon.com/images/M/MV5BMTQzODMxNDU3MF5BMl5BanBnXkFtZTgwMDAzNjMxMjE@._V1_
103,Bareilly Ki Barfi,"Comedy, Romance","young female lead, carefree girl, boy meets girl boy loses girl boy gets girl, marriage, title directed by female, f rated",https://m.media-amazon.com/images/M/MV5BYThmNTMwZDYtZWFiYi00MGI4LTk0NzUtMzc2Njc2MmRhOGE2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_
104,Iqbal,"Drama, Sport","cricket the sport, character repeats someone else's dialogue, cricket sport, sign language, deaf mute, underdog, drunkard, character name in title",https://m.media-amazon.com/images/M/MV5BMjA3NzUzMjU5MF5BMl5BanBnXkFtZTgwNzMxMDAxMzE@._V1_
105,Detective Byomkesh Bakshy!,"Action, Crime, Drama","criminal mastermind, evil genius, bengali, chemist, private detective, son looking for missing father, invasion plan, japanese invasion, detective hero, conspiracy, red herring, resistance fighter, gang war, opium, femme fatale, blackmail, missing person, amateur detective, chinese mafia, year 1943, world war two, calcutta india, punctuation in title, detective, black comedy, timeframe 1940s, genius, clue, heroin, political leader, seduction, factory, corpse, murder, 1940s, woman smoker, drug dealer, killing one's lover, slow motion scene, ambush, bluff, undercover, unrequited love, swimsuit, poisoned soup, tenant, shadow, bombing, applying lipstick, lipstick, disguise, murder of mistress, strychnine, murder by poisoning, police station, dog, cigarette smoking, traitor, shaking hands, face slap, wedding invitation, massacre, lantern, murder suspect, blood splatter, alias, rubber stamp, postage stamp, cold blooded murder, stabbed in the eye, eye gouging, one against many, skyline, throat slitting, violence, newspaper, dual identity, bluffing, handgun, blackout, air raid siren, air raid, boarding house, organized crime, deception, double cross, secret, map, swordplay, katana, tram, stabbing, laughter, dentist, japanese, receptionist, subtitled scene, following someone, drug addict, hidden corpse, heroin addiction, blood test, drug addiction, drug lord, chemical analysis, chinatown, code word, plainclothes officer, secret police, police, police commissioner, poisoning, purse, letter, woman in a bathtub, swimming, actress, bathtub, mistress, security guard, bad smell, paan, carrom, investigation, blind man, shanghai china, blood, stabbed to death, waterfront, opening narration, exclamation point in title, character name in title",https://m.media-amazon.com/images/M/MV5BMjE2MDgyOTgzN15BMl5BanBnXkFtZTgwNzY2NTYyNTM@._V1_
106,Race 2,"Action, Crime, Thriller","reference to allah, casino, falling to death, female thief, train, stepbrother stepsister relationship, bikini, opening action scene, narration, exploding car, sniper, assassin, helicopter, turkey the country, istanbul turkey, sequel, second part, numbered sequel",https://m.media-amazon.com/images/M/MV5BMjA4NzEzODQ3NV5BMl5BanBnXkFtZTcwMDMzMjg3OA@@._V1_
107,Gangaajal,"Action, Crime, Drama","police, corruption, blinding, police station, abuse of power, bare chested male bondage, stabbed in the stomach, bare chested male, torture, beating, drunkenness, acid burning, rape, fighting the system, mob, drug abuse, sulphuric acid, suicide, speech, police violence, police officer killed, paan, obsessive love, jail cell, husband wife relationship, honesty, gore, frustration, face slap, explosion, dishonesty, depiction of corrupt society, criminal, corrupt cop, chase, brother brother relationship, blood, battle against the system, bail, anger, title spoken by character",https://m.media-amazon.com/images/M/MV5BYjRjOWViZTgtYjA4Ny00MWJiLTkxYzktMzdlOGRmMWYwOTdjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_
108,Khakee,"Action, Crime, Drama","terrorist, police, witness, rifle, death, corruption, murder, die hard scenario, slow motion scene, scarface, cell phone, asthma, social commentary, self justice, righteous rage, depiction of corrupt society, false accusation, mexican standoff, one word title, wristwatch, womanizer, violence, turban, television, telephone call, sunglasses, stage, stadium, speech, shot in the back, shootout, riot, revenge, train station, police station, police academy, muslim, mumbai india, mosque, freight train, freeze frame, frame up, flirting, film set, fair, extradition, explosion, duty, doctor, crowd, corrupt politician, convoy, cattle, bomb threat, award ceremony, asthma spray, asthma attack, angry mob, deception, terrorism, bribe, title spoken by character, surprise ending",https://m.media-amazon.com/images/M/MV5BZTFmOTYwMGEtODBhYS00M2Q2LWFjMzctNDg0ZWQ4MjdhNDJjXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_
109,Dabangg 2,"Action, Comedy, Crime","police officer, husband wife relationship, fistfight, action hero, gangster, sequel",https://m.media-amazon.com/images/M/MV5BNTVlZjIxMGItNzJjNS00YjMyLWE2OTMtYTJjNjQ1NzI2ZTAzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_
